pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z
0.000109354,2.5221e-05,0.000424921,0.997783363,-0.066133976,0.006770651,-0.002997151
-3.3332248124757955,-46.230508105563594,5.6574329117082405,-0.9955767667113001,0.09356765533162846,-0.005380885910500498,-0.006573310997676083
-11.878119816673124,-63.377667071702774,-6.606655678616223,0.9918960957823507,-0.12433493478798086,-0.005519790849315261,0.025547171315371608
-18.34865597152658,-85.78121023594522,-26.495971855419114,-0.9887126657982664,0.14490047163112504,0.022695926396981366,-0.030597052576749897
-28.3490595098591,-108.24395043440423,-42.84280765275702,0.9848226877328167,-0.16447953992702471,-0.043267498484326074,0.03462434313099686
-34.48607970720141,-147.45843335802013,-47.15199185133751,-0.980625139445007,0.1855584510893551,0.04954141639662949,-0.03857735176803106
-38.655626181102136,-188.07468125889102,-76.00457666908905,0.9797811817541288,-0.18501464694599604,-0.06715320388203655,0.03590306943072915
-32.82837893908748,-226.6333361704431,-111.34724844889449,-0.9813829679660643,0.18590096417277382,0.035572741025062575,-0.03260442749005885
-32.643946421433334,-241.21580325961256,-127.88660145695685,0.9838384044860107,-0.17598115053853922,0.004542876882301343,0.0327438188582816
-28.62340061762047,-281.45997619757173,-159.56798423447879,-0.9825341278792953,0.18110230929374446,-0.029128132322841095,-0.031310699745734784
